Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,canonical_id,source_dataset,source_version,source_url,source_file_name,source_file_size_bytes,source_sha256,source_csv_sha256,source_downloaded_at_utc,source_licence,source_attribution,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,summit_verification_status,gpt_review_status,gpt_flags,claude_review_status,claude_flags,discrepancy_status,import_status,qa_status,qa_flags
14661,Foel,,,30F,30F: Dolgellau to Machynlleth,,,WN10 Aran-idris,Powys,2,124 125,215W,261,856,SH804060,SH 80457 06103,41,SH803063,220,fence corner,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=280454&Y=306099&SV=280454,306099&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.639439,-3.768111",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14661,280454,306099,52.639439,-3.768111,SH8045406099,30.6,2155,Craig Goch [Mynydd Cwmcelli],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14661,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.639439,-3.768111,261,41,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14662,Foel Lwyd,,,30F,30F: Dolgellau to Machynlleth,,,WN10 Aran-idris,Gwynedd,2,135,023W,261,856,SN628974,SN 62811 97468,37,SN630977,224,protruding rock,pasture at SN 62677 97334 is about as high,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=262808&Y=297464&SV=262808,297464&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.557682,-4.025144",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14662,262808,297464,52.557682,-4.025144,SN6280897464,30.6,2151,Tarrenhendre,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14662,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.557682,-4.025144,261,37,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14664,Foel,,,30E,30E: Bala to Welshpool,,,WN10 Aran-idris,Powys,2,125,239,258,846,SH993117,SH 99346 11755,33,SH993119,225,no feature,,Abney level,,W,,05-Dec-12,,"https://www.streetmap.co.uk/map?X=299343&Y=311751&SV=299343,311751&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.694068,-3.490801",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14664,299343,311751,52.694068,-3.490801,SH9934311751,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14664,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.694068,-3.490801,258,33,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14666,Dinas Mawr,,,30C,30C: Llandudno to Wrexham,,,WN06 Eithin-orme,Conwy,Un,116,018E,257.3,844,SH810544,SH 81035 54482,28.9,SH 8153 5433,228.4,no feature,outcrop 235m SSE at SH 81124 54266 and gorsy knoll 25m W are slightly lower,,,W,,28-Jun-20,Tump deleted June 2020,"https://www.streetmap.co.uk/map?X=281032&Y=354479&SV=281032,354479&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.074265,-3.777249",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14666,281032,354479,53.074265,-3.777249,SH8103254479,30.3,2042,Mwdwl-eithin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:14666,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.074265,-3.777249,257.3,28.9,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14679,Y Garnedd,,,30B,30B: Snowdonia,The Moelwyns,,WN05 Siabod-arenig,Gwynedd,Un,124,018W,248.9,817,SH660418,SH 66021 41851,28.2,SH 6560 4190,220.7,outcrop,,,,W,,07-Jun-20,Tump deleted June 2020,"https://www.streetmap.co.uk/map?X=266018&Y=341848&SV=266018,341848&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.957233,-3.995976",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14679,266018,341848,52.957233,-3.995976,SH6601841848,30.2,1994,Moelwyn Mawr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:14679,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.957233,-3.995976,248.9,28.2,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14680,Bryniau,,,30D,30D: Barmouth to Betws-y-Coed and Bala,,,WN05 Siabod-arenig,Gwynedd,Un,124 125,023E,248,814,SH884321,SH 88452 32121,28,SH 8807 3232,219.7,ground by hedgebank,cairn 80m NW at SH 88407 32198 is lower,,,W,,21-Jun-20,Tump deletion June 2020,"https://www.streetmap.co.uk/map?X=288449&Y=332117&SV=288449,332117&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.874939,-3.658874",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14680,288449,332117,52.874939,-3.658874,SH8844932117,30.4,2053,Arenig Fawr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:14680,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.874939,-3.658874,248,28,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14682,Pen-y-parc,,,30E,30E: Bala to Welshpool,,,WN10 Aran-idris,Powys,2,125,239,249,817,SJ028108,SJ 02846 10880,50,SJ 0224 1124,199,no feature: ground 50m ENE of gate,ground 140m W at SJ 02707 10862 is 0.6m lower,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=302844&Y=310876&SV=302844,310876&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.686844,-3.438771",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14682,302844,310876,52.686844,-3.438771,SJ0284410876,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14682,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.686844,-3.438771,249,50,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14683,Bryn Coch,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,Gwynedd,2,124,018W,242,794,SH739244,SH 73999 24490,34,SH741246,208,no feature,summit in spruce plantation,,,W,,04-Feb-18,,"https://www.streetmap.co.uk/map?X=273996&Y=324486&SV=273996,324486&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.803184,-3.870554",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14683,273996,324486,52.803184,-3.870554,SH7399624486,30.4,2059,Rhobell Fawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14683,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.803184,-3.870554,242,34,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14693,Moelfre,,,30A,30A: Anglesey and the Lleyn Peninsula,,,WN01 Hebog-anelog,Gwynedd,2,123,253 254,240,787,SH393446,SH 39356 44662,44,SH396451,196,outcrop,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=239353&Y=344659&SV=239353,344659&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.975155,-4.393982",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14693,239353,344659,52.975155,-4.393982,SH3935344659,30.1,1952,Gyrn Ddu,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14693,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.975155,-4.393982,240,44,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14709,Bryn,,,30E,30E: Bala to Welshpool,,,WN10 Aran-idris,Powys,2,125,215E 239,233.1,765,SJ111080,SJ 11160 08052,72.9,SJ 0929 0867,160.2,not recorded: 20m W of covered reservoir,there might be some natural ground on the W side of the reservoir which is higher,,,W,,30-Jan-21,,"https://www.streetmap.co.uk/map?X=311158&Y=308048&SV=311158,308048&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.662857,-3.315045",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14709,311158,308048,52.662857,-3.315045,SJ1115808048,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14709,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.662857,-3.315045,233.1,72.9,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14711,The Warren,,,30E,30E: Bala to Welshpool,,,WN08 Berwyn-gyrn,Powys,2,125,239,232,761,SJ190248,SJ 19076 24849,38,SJ193250,194,no feature: ground by tall oak,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=319074&Y=324845&SV=319074,324845&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.815065,-3.202175",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14711,319074,324845,52.815065,-3.202175,SJ1907424845,30.5,2135,Mynydd-y-briw,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14711,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.815065,-3.202175,232,38,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14712,Fron Fawr,,,30C,30C: Llandudno to Wrexham,,,WN06 Eithin-orme,Conwy,2,116,264N,230,755,SH957709,SH 95760 70926,52,SH962707,178,cairn,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=295758&Y=370923&SV=295758,370923&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.225106,-3.562901",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14712,295758,370923,53.225106,-3.562901,SH9575870923,30.3,2042,Mwdwl-eithin,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14712,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.225106,-3.562901,230,52,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14716,Allt Goch,,,30E,30E: Bala to Welshpool,The Berwyns,,WN08 Berwyn-gyrn,Powys,2,126,239 240,226.7,744,SJ209252,SJ 20914 25246,32.7,SJ 2113 2557,194.1,small cairn in field 6m from damaged part of wall,rock 160m ENE at SJ 21071 25296 is 0.5m lower,Trimble GeoXH 6000,,W,,19-Oct-14,,"https://www.streetmap.co.uk/map?X=320912&Y=325242&SV=320912,325242&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.818906,-3.175006",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14716,320912,325242,52.818906,-3.175006,SJ2091225242,30.5,2087,Cadair Berwyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14716,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.818906,-3.175006,226.7,32.7,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14723,Y Foel,,,30A,30A: Anglesey and the Lleyn Peninsula,,,WN01 Hebog-anelog,Gwynedd,2,115 123,254,217.1,712,SH464467,SH 46474 46716,49,SH 4621 4610,168.1,mossy collapsed cairn,,,,W,,24-Mar-25,,"https://www.streetmap.co.uk/map?X=246471&Y=346713&SV=246471,346713&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.995691,-4.289041",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14723,246471,346713,52.995691,-4.289041,SH4647146713,30.1,1952,Gyrn Ddu,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14723,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.995691,-4.289041,217.1,49,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14728,Cefn,,,30C,30C: Llandudno to Wrexham,,,WN07 Gamelin-famau,Wrexham,2,117,256,213,699,SJ304530,SJ 30419 53076,35,SJ297538,178,no feature: paddock,flat summit area,,,W,,11-Nov-14,,"https://www.streetmap.co.uk/map?X=330417&Y=353073&SV=330417,353073&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.070353,-3.03997",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14728,330417,353073,53.070353,-3.03997,SJ3041753073,30.3,2040,Cyrn-y-Brain,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14728,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.070353,-3.03997,213,35,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14738,Bryn-eithin,,,30C,30C: Llandudno to Wrexham,,,WN07 Gamelin-famau,Flintshire [Sir Fflint],2,117,265,206,676,SJ222669,SJ 22282 66970,37,SJ221672,169,no feature: ground in copse,fence bank 20m N at SJ 22288 66992 is probably lower,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=322280&Y=366967&SV=322280,366967&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.1941,-3.164762",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14738,322280,366967,53.1941,-3.164762,SJ2228066967,30.3,2051,Mynydd y Cwm [Coed Cwm],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14738,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.1941,-3.164762,206,37,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14750,Long Hill,,,30E,30E: Bala to Welshpool,,,WN10 Aran-idris,Powys,1,126,239 240,197,646,SJ202190,SJ 20273 19089,60,SJ203194,137,no feature: pasture,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=320271&Y=319085&SV=320271,319085&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.763474,-3.183013",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14750,320271,319085,52.763474,-3.183013,SJ2027119085,30.5,2131,Rhialgwm,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14750,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.763474,-3.183013,197,60,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
14754,The Warren,,,30C,30C: Llandudno to Wrexham,,,WN06 Eithin-orme,Conwy,1,116,264N,191,627,SH958758,SH 95893 75892,59,SH964753,132,no feature: ground by track,ground c 300m ESE is 1m lower,Seco 2x Hand Level,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=295891&Y=375889&SV=295891,375889&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.269755,-3.562535",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14754,295891,375889,53.269755,-3.562535,SH9589175889,30.3,2042,Mwdwl-eithin,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14754,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.269755,-3.562535,191,59,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
